date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,is_holiday
2022-12-29,12252,Thursday,5,12,2022,d_363,,,,,0,0,0,0
2022-12-30,12252,Friday,6,12,2022,d_364,,,,,0,0,0,0
2022-12-31,12252,Saturday,7,12,2022,d_365,NewYearsEve,Cultural,,,0,0,0,1
2023-01-01,12252,Sunday,1,1,2023,d_366,NewYear,National,,,1,1,0,1
2023-01-02,12301,Monday,2,1,2023,d_367,,,,,1,0,1,0
2023-01-03,12301,Tuesday,3,1,2023,d_368,,,,,1,1,1,0
2023-01-04,12301,Wednesday,4,1,2023,d_369,,,,,0,0,0,0
2023-01-05,12301,Thursday,5,1,2023,d_370,,,,,1,1,1,0
2023-01-06,12301,Friday,6,1,2023,d_371,,,,,1,1,0,0
2023-01-07,12301,Saturday,7,1,2023,d_372,,,,,1,1,0,0
2023-01-08,12301,Sunday,1,1,2023,d_373,,,,,0,0,1,0
2023-01-09,12302,Monday,2,1,2023,d_374,,,,,1,1,1,0
2023-01-10,12302,Tuesday,3,1,2023,d_375,,,,,1,1,0,0
2023-01-11,12302,Wednesday,4,1,2023,d_376,,,,,0,1,1,0
2023-01-12,12302,Thursday,5,1,2023,d_377,,,,,0,0,1,0
2023-01-13,12302,Friday,6,1,2023,d_378,,,,,0,0,0,0
2023-01-14,12302,Saturday,7,1,2023,d_379,,,,,0,0,0,0
2023-01-15,12302,Sunday,1,1,2023,d_380,,,,,0,0,0,0
2023-01-16,12303,Monday,2,1,2023,d_381,,,,,0,0,0,0
2023-01-17,12303,Tuesday,3,1,2023,d_382,,,,,0,0,0,0
2023-01-18,12303,Wednesday,4,1,2023,d_383,,,,,0,0,0,0
2023-01-19,12303,Thursday,5,1,2023,d_384,,,,,0,0,0,0
2023-01-20,12303,Friday,6,1,2023,d_385,MartinLutherKingDay,National,,,0,0,0,1
2023-01-21,12303,Saturday,7,1,2023,d_386,,,,,0,0,0,0
2023-01-22,12303,Sunday,1,1,2023,d_387,,,,,0,0,0,0
2023-01-23,12304,Monday,2,1,2023,d_388,,,,,0,0,0,0
2023-01-24,12304,Tuesday,3,1,2023,d_389,,,,,0,0,0,0
2023-01-25,12304,Wednesday,4,1,2023,d_390,,,,,0,0,0,0
2023-01-26,12304,Thursday,5,1,2023,d_391,,,,,0,0,0,0
2023-01-27,12304,Friday,6,1,2023,d_392,,,,,0,0,0,0
2023-01-28,12304,Saturday,7,1,2023,d_393,,,,,0,0,0,0
2023-01-29,12304,Sunday,1,1,2023,d_394,,,,,0,0,0,0
2023-01-30,12305,Monday,2,1,2023,d_395,,,,,0,0,0,0
2023-01-31,12305,Tuesday,3,1,2023,d_396,,,,,0,0,0,0
2023-02-01,12305,Wednesday,4,2,2023,d_397,,,,,1,1,0,0
2023-02-02,12305,Thursday,5,2,2023,d_398,SuperBowl,Sporting,,,1,0,1,1
2023-02-03,12305,Friday,6,2,2023,d_399,,,,,1,1,1,0
2023-02-04,12305,Saturday,7,2,2023,d_400,,,,,0,0,0,0
2023-02-05,12305,Sunday,1,2,2023,d_401,,,,,1,1,1,0
2023-02-06,12306,Monday,2,2,2023,d_402,,,,,1,1,0,0
2023-02-07,12306,Tuesday,3,2,2023,d_403,,,,,1,1,0,0
2023-02-08,12306,Wednesday,4,2,2023,d_404,,,,,0,0,1,0
2023-02-09,12306,Thursday,5,2,2023,d_405,,,,,1,1,1,0
2023-02-10,12306,Friday,6,2,2023,d_406,,,,,1,1,0,0
2023-02-11,12306,Saturday,7,2,2023,d_407,,,,,0,1,1,0
2023-02-12,12306,Sunday,1,2,2023,d_408,,,,,0,0,1,0
2023-02-13,12307,Monday,2,2,2023,d_409,,,,,0,0,0,0
2023-02-14,12307,Tuesday,3,2,2023,d_410,ValentinesDay,Cultural,,,0,0,0,1
2023-02-15,12307,Wednesday,4,2,2023,d_411,,,,,0,0,0,0
2023-02-16,12307,Thursday,5,2,2023,d_412,,,,,0,0,0,0
2023-02-17,12307,Friday,6,2,2023,d_413,,,,,0,0,0,0
2023-02-18,12307,Saturday,7,2,2023,d_414,,,,,0,0,0,0
2023-02-19,12307,Sunday,1,2,2023,d_415,,,,,0,0,0,0
2023-02-20,12308,Monday,2,2,2023,d_416,,,,,0,0,0,0
2023-02-21,12308,Tuesday,3,2,2023,d_417,,,,,0,0,0,0
2023-02-22,12308,Wednesday,4,2,2023,d_418,,,,,0,0,0,0
2023-02-23,12308,Thursday,5,2,2023,d_419,,,,,0,0,0,0
2023-02-24,12308,Friday,6,2,2023,d_420,,,,,0,0,0,0
2023-02-25,12308,Saturday,7,2,2023,d_421,,,,,0,0,0,0
2023-02-26,12308,Sunday,1,2,2023,d_422,,,,,0,0,0,0
2023-02-27,12309,Monday,2,2,2023,d_423,,,,,0,0,0,0
2023-02-28,12309,Tuesday,3,2,2023,d_424,,,,,0,0,0,0
2023-03-01,12309,Wednesday,4,3,2023,d_425,,,,,1,1,0,0
2023-03-02,12309,Thursday,5,3,2023,d_426,,,,,1,0,1,0
2023-03-03,12309,Friday,6,3,2023,d_427,,,,,1,1,1,0
2023-03-04,12309,Saturday,7,3,2023,d_428,,,,,0,0,0,0
2023-03-05,12309,Sunday,1,3,2023,d_429,,,,,1,1,1,0
2023-03-06,12310,Monday,2,3,2023,d_430,,,,,1,1,0,0
2023-03-07,12310,Tuesday,3,3,2023,d_431,,,,,1,1,0,0
2023-03-08,12310,Wednesday,4,3,2023,d_432,,,,,0,0,1,0
2023-03-09,12310,Thursday,5,3,2023,d_433,,,,,1,1,1,0
2023-03-10,12310,Friday,6,3,2023,d_434,,,,,1,1,0,0
2023-03-11,12310,Saturday,7,3,2023,d_435,,,,,0,1,1,0
2023-03-12,12310,Sunday,1,3,2023,d_436,,,,,0,0,1,0
2023-03-13,12311,Monday,2,3,2023,d_437,,,,,0,0,0,0
2023-03-14,12311,Tuesday,3,3,2023,d_438,,,,,0,0,0,0
2023-03-15,12311,Wednesday,4,3,2023,d_439,,,,,0,0,0,0
2023-03-16,12311,Thursday,5,3,2023,d_440,,,,,0,0,0,0
2023-03-17,12311,Friday,6,3,2023,d_441,StPatricksDay,Cultural,,,0,0,0,1
2023-03-18,12311,Saturday,7,3,2023,d_442,,,,,0,0,0,0
2023-03-19,12311,Sunday,1,3,2023,d_443,,,,,0,0,0,0
2023-03-20,12312,Monday,2,3,2023,d_444,,,,,0,0,0,0
2023-03-21,12312,Tuesday,3,3,2023,d_445,,,,,0,0,0,0
2023-03-22,12312,Wednesday,4,3,2023,d_446,,,,,0,0,0,0
2023-03-23,12312,Thursday,5,3,2023,d_447,,,,,0,0,0,0
2023-03-24,12312,Friday,6,3,2023,d_448,,,,,0,0,0,0
2023-03-25,12312,Saturday,7,3,2023,d_449,,,,,0,0,0,0
2023-03-26,12312,Sunday,1,3,2023,d_450,,,,,0,0,0,0
2023-03-27,12313,Monday,2,3,2023,d_451,,,,,0,0,0,0
2023-03-28,12313,Tuesday,3,3,2023,d_452,,,,,0,0,0,0
2023-03-29,12313,Wednesday,4,3,2023,d_453,,,,,0,0,0,0
2023-03-30,12313,Thursday,5,3,2023,d_454,,,,,0,0,0,0
2023-03-31,12313,Friday,6,3,2023,d_455,,,,,0,0,0,0
2023-04-01,12313,Saturday,7,4,2023,d_456,,,,,1,1,0,0
2023-04-02,12313,Sunday,1,4,2023,d_457,,,,,1,0,1,0
2023-04-03,12314,Monday,2,4,2023,d_458,,,,,1,1,1,0
2023-04-04,12314,Tuesday,3,4,2023,d_459,,,,,0,0,0,0
2023-04-05,12314,Wednesday,4,4,2023,d_460,Easter,Cultural,,,1,1,1,1
2023-04-06,12314,Thursday,5,4,2023,d_461,,,,,1,1,0,0
2023-04-07,12314,Friday,6,4,2023,d_462,,,,,1,1,0,0
2023-04-08,12314,Saturday,7,4,2023,d_463,,,,,0,0,1,0
2023-04-09,12314,Sunday,1,4,2023,d_464,,,,,1,1,1,0
2023-04-10,12315,Monday,2,4,2023,d_465,,,,,1,1,0,0
2023-04-11,12315,Tuesday,3,4,2023,d_466,,,,,0,1,1,0
2023-04-12,12315,Wednesday,4,4,2023,d_467,,,,,0,0,1,0
2023-04-13,12315,Thursday,5,4,2023,d_468,,,,,0,0,0,0
2023-04-14,12315,Friday,6,4,2023,d_469,,,,,0,0,0,0
2023-04-15,12315,Saturday,7,4,2023,d_470,,,,,0,0,0,0
2023-04-16,12315,Sunday,1,4,2023,d_471,,,,,0,0,0,0
2023-04-17,12316,Monday,2,4,2023,d_472,,,,,0,0,0,0
2023-04-18,12316,Tuesday,3,4,2023,d_473,,,,,0,0,0,0
2023-04-19,12316,Wednesday,4,4,2023,d_474,,,,,0,0,0,0
2023-04-20,12316,Thursday,5,4,2023,d_475,,,,,0,0,0,0
2023-04-21,12316,Friday,6,4,2023,d_476,,,,,0,0,0,0
2023-04-22,12316,Saturday,7,4,2023,d_477,,,,,0,0,0,0
2023-04-23,12316,Sunday,1,4,2023,d_478,,,,,0,0,0,0
2023-04-24,12317,Monday,2,4,2023,d_479,,,,,0,0,0,0
2023-04-25,12317,Tuesday,3,4,2023,d_480,,,,,0,0,0,0
2023-04-26,12317,Wednesday,4,4,2023,d_481,,,,,0,0,0,0
2023-04-27,12317,Thursday,5,4,2023,d_482,,,,,0,0,0,0
2023-04-28,12317,Friday,6,4,2023,d_483,,,,,0,0,0,0
2023-04-29,12317,Saturday,7,4,2023,d_484,,,,,0,0,0,0
2023-04-30,12317,Sunday,1,4,2023,d_485,,,,,0,0,0,0
2023-05-01,12318,Monday,2,5,2023,d_486,,,,,1,1,0,0
2023-05-02,12318,Tuesday,3,5,2023,d_487,,,,,1,0,1,0
2023-05-03,12318,Wednesday,4,5,2023,d_488,,,,,1,1,1,0
2023-05-04,12318,Thursday,5,5,2023,d_489,,,,,0,0,0,0
2023-05-05,12318,Friday,6,5,2023,d_490,,,,,1,1,1,0
2023-05-06,12318,Saturday,7,5,2023,d_491,,,,,1,1,0,0
2023-05-07,12318,Sunday,1,5,2023,d_492,,,,,1,1,0,0
2023-05-08,12319,Monday,2,5,2023,d_493,,,,,0,0,1,0
2023-05-09,12319,Tuesday,3,5,2023,d_494,,,,,1,1,1,0
2023-05-10,12319,Wednesday,4,5,2023,d_495,,,,,1,1,0,0
2023-05-11,12319,Thursday,5,5,2023,d_496,,,,,0,1,1,0
2023-05-12,12319,Friday,6,5,2023,d_497,,,,,0,0,1,0
2023-05-13,12319,Saturday,7,5,2023,d_498,,,,,0,0,0,0
2023-05-14,12319,Sunday,1,5,2023,d_499,,,,,0,0,0,0
2023-05-15,12320,Monday,2,5,2023,d_500,,,,,0,0,0,0
2023-05-16,12320,Tuesday,3,5,2023,d_501,,,,,0,0,0,0
2023-05-17,12320,Wednesday,4,5,2023,d_502,,,,,0,0,0,0
2023-05-18,12320,Thursday,5,5,2023,d_503,,,,,0,0,0,0
2023-05-19,12320,Friday,6,5,2023,d_504,,,,,0,0,0,0
2023-05-20,12320,Saturday,7,5,2023,d_505,,,,,0,0,0,0
2023-05-21,12320,Sunday,1,5,2023,d_506,,,,,0,0,0,0
2023-05-22,12321,Monday,2,5,2023,d_507,,,,,0,0,0,0
2023-05-23,12321,Tuesday,3,5,2023,d_508,,,,,0,0,0,0
2023-05-24,12321,Wednesday,4,5,2023,d_509,,,,,0,0,0,0
2023-05-25,12321,Thursday,5,5,2023,d_510,MemorialDay,National,,,0,0,0,1
2023-05-26,12321,Friday,6,5,2023,d_511,,,,,0,0,0,0
2023-05-27,12321,Saturday,7,5,2023,d_512,,,,,0,0,0,0
2023-05-28,12321,Sunday,1,5,2023,d_513,,,,,0,0,0,0
2023-05-29,12322,Monday,2,5,2023,d_514,,,,,0,0,0,0
2023-05-30,12322,Tuesday,3,5,2023,d_515,,,,,0,0,0,0
2023-05-31,12322,Wednesday,4,5,2023,d_516,,,,,0,0,0,0
2023-06-01,12322,Thursday,5,6,2023,d_517,,,,,1,1,0,0
2023-06-02,12322,Friday,6,6,2023,d_518,,,,,1,0,1,0
2023-06-03,12322,Saturday,7,6,2023,d_519,,,,,1,1,1,0
2023-06-04,12322,Sunday,1,6,2023,d_520,,,,,0,0,0,0
2023-06-05,12323,Monday,2,6,2023,d_521,,,,,1,1,1,0
2023-06-06,12323,Tuesday,3,6,2023,d_522,,,,,1,1,0,0
2023-06-07,12323,Wednesday,4,6,2023,d_523,,,,,1,1,0,0
2023-06-08,12323,Thursday,5,6,2023,d_524,,,,,0,0,1,0
2023-06-09,12323,Friday,6,6,2023,d_525,,,,,1,1,1,0
2023-06-10,12323,Saturday,7,6,2023,d_526,,,,,1,1,0,0
2023-06-11,12323,Sunday,1,6,2023,d_527,,,,,0,1,1,0
2023-06-12,12324,Monday,2,6,2023,d_528,,,,,0,0,1,0
2023-06-13,12324,Tuesday,3,6,2023,d_529,,,,,0,0,0,0
2023-06-14,12324,Wednesday,4,6,2023,d_530,,,,,0,0,0,0
2023-06-15,12324,Thursday,5,6,2023,d_531,,,,,0,0,0,0
2023-06-16,12324,Friday,6,6,2023,d_532,,,,,0,0,0,0
2023-06-17,12324,Saturday,7,6,2023,d_533,,,,,0,0,0,0
2023-06-18,12324,Sunday,1,6,2023,d_534,,,,,0,0,0,0
2023-06-19,12325,Monday,2,6,2023,d_535,,,,,0,0,0,0
2023-06-20,12325,Tuesday,3,6,2023,d_536,,,,,0,0,0,0
2023-06-21,12325,Wednesday,4,6,2023,d_537,,,,,0,0,0,0
2023-06-22,12325,Thursday,5,6,2023,d_538,,,,,0,0,0,0
2023-06-23,12325,Friday,6,6,2023,d_539,,,,,0,0,0,0
2023-06-24,12325,Saturday,7,6,2023,d_540,,,,,0,0,0,0
2023-06-25,12325,Sunday,1,6,2023,d_541,,,,,0,0,0,0
2023-06-26,12326,Monday,2,6,2023,d_542,,,,,0,0,0,0
2023-06-27,12326,Tuesday,3,6,2023,d_543,,,,,0,0,0,0
2023-06-28,12326,Wednesday,4,6,2023,d_544,,,,,0,0,0,0
2023-06-29,12326,Thursday,5,6,2023,d_545,,,,,0,0,0,0
2023-06-30,12326,Friday,6,6,2023,d_546,,,,,0,0,0,0
2023-07-01,12326,Saturday,7,7,2023,d_547,,,,,1,1,0,0
2023-07-02,12326,Sunday,1,7,2023,d_548,,,,,1,0,1,0
2023-07-03,12327,Monday,2,7,2023,d_549,,,,,1,1,1,0
2023-07-04,12327,Tuesday,3,7,2023,d_550,IndependenceDay,National,,,0,0,0,1
2023-07-05,12327,Wednesday,4,7,2023,d_551,,,,,1,1,1,0
2023-07-06,12327,Thursday,5,7,2023,d_552,,,,,1,1,0,0
2023-07-07,12327,Friday,6,7,2023,d_553,,,,,1,1,0,0
2023-07-08,12327,Saturday,7,7,2023,d_554,,,,,0,0,1,0
2023-07-09,12327,Sunday,1,7,2023,d_555,,,,,1,1,1,0
2023-07-10,12328,Monday,2,7,2023,d_556,,,,,1,1,0,0
2023-07-11,12328,Tuesday,3,7,2023,d_557,,,,,0,1,1,0
2023-07-12,12328,Wednesday,4,7,2023,d_558,,,,,0,0,1,0
2023-07-13,12328,Thursday,5,7,2023,d_559,,,,,0,0,0,0
2023-07-14,12328,Friday,6,7,2023,d_560,,,,,0,0,0,0
2023-07-15,12328,Saturday,7,7,2023,d_561,,,,,0,0,0,0
2023-07-16,12328,Sunday,1,7,2023,d_562,,,,,0,0,0,0
2023-07-17,12329,Monday,2,7,2023,d_563,,,,,0,0,0,0
2023-07-18,12329,Tuesday,3,7,2023,d_564,,,,,0,0,0,0
2023-07-19,12329,Wednesday,4,7,2023,d_565,,,,,0,0,0,0
2023-07-20,12329,Thursday,5,7,2023,d_566,,,,,0,0,0,0
2023-07-21,12329,Friday,6,7,2023,d_567,,,,,0,0,0,0
2023-07-22,12329,Saturday,7,7,2023,d_568,,,,,0,0,0,0
2023-07-23,12329,Sunday,1,7,2023,d_569,,,,,0,0,0,0
2023-07-24,12330,Monday,2,7,2023,d_570,,,,,0,0,0,0
2023-07-25,12330,Tuesday,3,7,2023,d_571,,,,,0,0,0,0
2023-07-26,12330,Wednesday,4,7,2023,d_572,,,,,0,0,0,0
2023-07-27,12330,Thursday,5,7,2023,d_573,,,,,0,0,0,0
2023-07-28,12330,Friday,6,7,2023,d_574,,,,,0,0,0,0
2023-07-29,12330,Saturday,7,7,2023,d_575,,,,,0,0,0,0
2023-07-30,12330,Sunday,1,7,2023,d_576,,,,,0,0,0,0
2023-07-31,12331,Monday,2,7,2023,d_577,,,,,0,0,0,0
2023-08-01,12331,Tuesday,3,8,2023,d_578,,,,,1,1,0,0
2023-08-02,12331,Wednesday,4,8,2023,d_579,,,,,1,0,1,0
2023-08-03,12331,Thursday,5,8,2023,d_580,,,,,1,1,1,0
2023-08-04,12331,Friday,6,8,2023,d_581,,,,,0,0,0,0
2023-08-05,12331,Saturday,7,8,2023,d_582,,,,,1,1,1,0
2023-08-06,12331,Sunday,1,8,2023,d_583,,,,,1,1,0,0
2023-08-07,12332,Monday,2,8,2023,d_584,,,,,1,1,0,0
2023-08-08,12332,Tuesday,3,8,2023,d_585,,,,,0,0,1,0
2023-08-09,12332,Wednesday,4,8,2023,d_586,,,,,1,1,1,0
2023-08-10,12332,Thursday,5,8,2023,d_587,,,,,1,1,0,0
2023-08-11,12332,Friday,6,8,2023,d_588,,,,,0,1,1,0
2023-08-12,12332,Saturday,7,8,2023,d_589,,,,,0,0,1,0
2023-08-13,12332,Sunday,1,8,2023,d_590,,,,,0,0,0,0
2023-08-14,12333,Monday,2,8,2023,d_591,,,,,0,0,0,0
2023-08-15,12333,Tuesday,3,8,2023,d_592,,,,,0,0,0,0
2023-08-16,12333,Wednesday,4,8,2023,d_593,,,,,0,0,0,0
2023-08-17,12333,Thursday,5,8,2023,d_594,,,,,0,0,0,0
2023-08-18,12333,Friday,6,8,2023,d_595,,,,,0,0,0,0
2023-08-19,12333,Saturday,7,8,2023,d_596,,,,,0,0,0,0
2023-08-20,12333,Sunday,1,8,2023,d_597,,,,,0,0,0,0
2023-08-21,12334,Monday,2,8,2023,d_598,,,,,0,0,0,0
2023-08-22,12334,Tuesday,3,8,2023,d_599,,,,,0,0,0,0
2023-08-23,12334,Wednesday,4,8,2023,d_600,,,,,0,0,0,0
2023-08-24,12334,Thursday,5,8,2023,d_601,,,,,0,0,0,0
2023-08-25,12334,Friday,6,8,2023,d_602,,,,,0,0,0,0
2023-08-26,12334,Saturday,7,8,2023,d_603,,,,,0,0,0,0
2023-08-27,12334,Sunday,1,8,2023,d_604,,,,,0,0,0,0
2023-08-28,12335,Monday,2,8,2023,d_605,,,,,0,0,0,0
2023-08-29,12335,Tuesday,3,8,2023,d_606,,,,,0,0,0,0
2023-08-30,12335,Wednesday,4,8,2023,d_607,,,,,0,0,0,0
2023-08-31,12335,Thursday,5,8,2023,d_608,,,,,0,0,0,0
2023-09-01,12335,Friday,6,9,2023,d_609,,,,,1,1,0,0
2023-09-02,12335,Saturday,7,9,2023,d_610,,,,,1,0,1,0
2023-09-03,12335,Sunday,1,9,2023,d_611,,,,,1,1,1,0
2023-09-04,12336,Monday,2,9,2023,d_612,,,,,0,0,0,0
2023-09-05,12336,Tuesday,3,9,2023,d_613,,,,,1,1,1,0
2023-09-06,12336,Wednesday,4,9,2023,d_614,,,,,1,1,0,0
2023-09-07,12336,Thursday,5,9,2023,d_615,LaborDay,National,,,1,1,0,1
2023-09-08,12336,Friday,6,9,2023,d_616,,,,,0,0,1,0
2023-09-09,12336,Saturday,7,9,2023,d_617,,,,,1,1,1,0
2023-09-10,12336,Sunday,1,9,2023,d_618,,,,,1,1,0,0
2023-09-11,12337,Monday,2,9,2023,d_619,,,,,0,1,1,0
2023-09-12,12337,Tuesday,3,9,2023,d_620,,,,,0,0,1,0
2023-09-13,12337,Wednesday,4,9,2023,d_621,,,,,0,0,0,0
2023-09-14,12337,Thursday,5,9,2023,d_622,,,,,0,0,0,0
2023-09-15,12337,Friday,6,9,2023,d_623,,,,,0,0,0,0
2023-09-16,12337,Saturday,7,9,2023,d_624,,,,,0,0,0,0
2023-09-17,12337,Sunday,1,9,2023,d_625,,,,,0,0,0,0
2023-09-18,12338,Monday,2,9,2023,d_626,,,,,0,0,0,0
2023-09-19,12338,Tuesday,3,9,2023,d_627,,,,,0,0,0,0
2023-09-20,12338,Wednesday,4,9,2023,d_628,,,,,0,0,0,0
2023-09-21,12338,Thursday,5,9,2023,d_629,,,,,0,0,0,0
2023-09-22,12338,Friday,6,9,2023,d_630,,,,,0,0,0,0
2023-09-23,12338,Saturday,7,9,2023,d_631,,,,,0,0,0,0
2023-09-24,12338,Sunday,1,9,2023,d_632,,,,,0,0,0,0
2023-09-25,12339,Monday,2,9,2023,d_633,,,,,0,0,0,0
2023-09-26,12339,Tuesday,3,9,2023,d_634,,,,,0,0,0,0
2023-09-27,12339,Wednesday,4,9,2023,d_635,,,,,0,0,0,0
2023-09-28,12339,Thursday,5,9,2023,d_636,,,,,0,0,0,0
2023-09-29,12339,Friday,6,9,2023,d_637,,,,,0,0,0,0
2023-09-30,12339,Saturday,7,9,2023,d_638,,,,,0,0,0,0
2023-10-01,12339,Sunday,1,10,2023,d_639,,,,,1,1,0,0
2023-10-02,12340,Monday,2,10,2023,d_640,,,,,1,0,1,0
2023-10-03,12340,Tuesday,3,10,2023,d_641,,,,,1,1,1,0
2023-10-04,12340,Wednesday,4,10,2023,d_642,,,,,0,0,0,0
2023-10-05,12340,Thursday,5,10,2023,d_643,,,,,1,1,1,0
2023-10-06,12340,Friday,6,10,2023,d_644,,,,,1,1,0,0
2023-10-07,12340,Saturday,7,10,2023,d_645,,,,,1,1,0,0
2023-10-08,12340,Sunday,1,10,2023,d_646,,,,,0,0,1,0
2023-10-09,12341,Monday,2,10,2023,d_647,,,,,1,1,1,0
2023-10-10,12341,Tuesday,3,10,2023,d_648,,,,,1,1,0,0
2023-10-11,12341,Wednesday,4,10,2023,d_649,,,,,0,1,1,0
2023-10-12,12341,Thursday,5,10,2023,d_650,,,,,0,0,1,0
2023-10-13,12341,Friday,6,10,2023,d_651,,,,,0,0,0,0
2023-10-14,12341,Saturday,7,10,2023,d_652,,,,,0,0,0,0
2023-10-15,12341,Sunday,1,10,2023,d_653,,,,,0,0,0,0
2023-10-16,12342,Monday,2,10,2023,d_654,,,,,0,0,0,0
2023-10-17,12342,Tuesday,3,10,2023,d_655,,,,,0,0,0,0
2023-10-18,12342,Wednesday,4,10,2023,d_656,,,,,0,0,0,0
2023-10-19,12342,Thursday,5,10,2023,d_657,,,,,0,0,0,0
2023-10-20,12342,Friday,6,10,2023,d_658,,,,,0,0,0,0
2023-10-21,12342,Saturday,7,10,2023,d_659,,,,,0,0,0,0
2023-10-22,12342,Sunday,1,10,2023,d_660,,,,,0,0,0,0
2023-10-23,12343,Monday,2,10,2023,d_661,,,,,0,0,0,0
2023-10-24,12343,Tuesday,3,10,2023,d_662,,,,,0,0,0,0
2023-10-25,12343,Wednesday,4,10,2023,d_663,,,,,0,0,0,0
2023-10-26,12343,Thursday,5,10,2023,d_664,,,,,0,0,0,0
2023-10-27,12343,Friday,6,10,2023,d_665,,,,,0,0,0,0
2023-10-28,12343,Saturday,7,10,2023,d_666,,,,,0,0,0,0
2023-10-29,12343,Sunday,1,10,2023,d_667,,,,,0,0,0,0
2023-10-30,12344,Monday,2,10,2023,d_668,,,,,0,0,0,0
2023-10-31,12344,Tuesday,3,10,2023,d_669,Halloween,Cultural,,,0,0,0,1
2023-11-01,12344,Wednesday,4,11,2023,d_670,,,,,1,1,0,0
2023-11-02,12344,Thursday,5,11,2023,d_671,,,,,1,0,1,0
2023-11-03,12344,Friday,6,11,2023,d_672,,,,,1,1,1,0
2023-11-04,12344,Saturday,7,11,2023,d_673,,,,,0,0,0,0
2023-11-05,12344,Sunday,1,11,2023,d_674,,,,,1,1,1,0
2023-11-06,12345,Monday,2,11,2023,d_675,,,,,1,1,0,0
2023-11-07,12345,Tuesday,3,11,2023,d_676,,,,,1,1,0,0
2023-11-08,12345,Wednesday,4,11,2023,d_677,,,,,0,0,1,0
2023-11-09,12345,Thursday,5,11,2023,d_678,,,,,1,1,1,0
2023-11-10,12345,Friday,6,11,2023,d_679,,,,,1,1,0,0
2023-11-11,12345,Saturday,7,11,2023,d_680,,,,,0,1,1,0
2023-11-12,12345,Sunday,1,11,2023,d_681,,,,,0,0,1,0
2023-11-13,12346,Monday,2,11,2023,d_682,,,,,0,0,0,0
2023-11-14,12346,Tuesday,3,11,2023,d_683,,,,,0,0,0,0
2023-11-15,12346,Wednesday,4,11,2023,d_684,,,,,0,0,0,0
2023-11-16,12346,Thursday,5,11,2023,d_685,,,,,0,0,0,0
2023-11-17,12346,Friday,6,11,2023,d_686,,,,,0,0,0,0
2023-11-18,12346,Saturday,7,11,2023,d_687,,,,,0,0,0,0
2023-11-19,12346,Sunday,1,11,2023,d_688,,,,,0,0,0,0
2023-11-20,12347,Monday,2,11,2023,d_689,,,,,0,0,0,0
2023-11-21,12347,Tuesday,3,11,2023,d_690,,,,,0,0,0,0
2023-11-22,12347,Wednesday,4,11,2023,d_691,,,,,0,0,0,0
2023-11-23,12347,Thursday,5,11,2023,d_692,,,,,0,0,0,0
2023-11-24,12347,Friday,6,11,2023,d_693,,,,,0,0,0,0
2023-11-25,12347,Saturday,7,11,2023,d_694,,,,,0,0,0,0
2023-11-26,12347,Sunday,1,11,2023,d_695,Thanksgiving,National,,,0,0,0,1
2023-11-27,12348,Monday,2,11,2023,d_696,,,,,0,0,0,0
2023-11-28,12348,Tuesday,3,11,2023,d_697,,,,,0,0,0,0
2023-11-29,12348,Wednesday,4,11,2023,d_698,,,,,0,0,0,0
2023-11-30,12348,Thursday,5,11,2023,d_699,,,,,0,0,0,0
2023-12-01,12348,Friday,6,12,2023,d_700,,,,,1,1,0,0
2023-12-02,12348,Saturday,7,12,2023,d_701,,,,,1,0,1,0
2023-12-03,12348,Sunday,1,12,2023,d_702,,,,,1,1,1,0
2023-12-04,12349,Monday,2,12,2023,d_703,,,,,0,0,0,0
2023-12-05,12349,Tuesday,3,12,2023,d_704,,,,,1,1,1,0
2023-12-06,12349,Wednesday,4,12,2023,d_705,,,,,1,1,0,0
2023-12-07,12349,Thursday,5,12,2023,d_706,,,,,1,1,0,0
2023-12-08,12349,Friday,6,12,2023,d_707,,,,,0,0,1,0
2023-12-09,12349,Saturday,7,12,2023,d_708,,,,,1,1,1,0
2023-12-10,12349,Sunday,1,12,2023,d_709,,,,,1,1,0,0
2023-12-11,12350,Monday,2,12,2023,d_710,,,,,0,1,1,0
2023-12-12,12350,Tuesday,3,12,2023,d_711,,,,,0,0,1,0
2023-12-13,12350,Wednesday,4,12,2023,d_712,,,,,0,0,0,0
2023-12-14,12350,Thursday,5,12,2023,d_713,,,,,0,0,0,0
2023-12-15,12350,Friday,6,12,2023,d_714,,,,,0,0,0,0
2023-12-16,12350,Saturday,7,12,2023,d_715,,,,,0,0,0,0
2023-12-17,12350,Sunday,1,12,2023,d_716,,,,,0,0,0,0
2023-12-18,12351,Monday,2,12,2023,d_717,,,,,0,0,0,0
2023-12-19,12351,Tuesday,3,12,2023,d_718,,,,,0,0,0,0
2023-12-20,12351,Wednesday,4,12,2023,d_719,,,,,0,0,0,0
2023-12-21,12351,Thursday,5,12,2023,d_720,,,,,0,0,0,0
2023-12-22,12351,Friday,6,12,2023,d_721,,,,,0,0,0,0
2023-12-23,12351,Saturday,7,12,2023,d_722,,,,,0,0,0,0
2023-12-24,12351,Sunday,1,12,2023,d_723,,,,,0,0,0,0
2023-12-25,12352,Monday,2,12,2023,d_724,Christmas,National,,,0,0,0,1
2023-12-26,12352,Tuesday,3,12,2023,d_725,,,,,0,0,0,0
